date,meantemp,humidity,windspeedKmph,pressure,location
2019-11-15,25,78,23,1015,Port-Vila
2019-11-16,25,77,27,1013,Port-Vila
2019-11-16,25,77,27,1015,Port-Vila
2019-11-16,25,77,28,1015,Port-Vila
2019-11-16,25,77,29,1015,Port-Vila
2019-11-16,27,71,31,1014,Port-Vila
2019-11-16,26,73,28,1013,Port-Vila
2019-11-16,25,77,26,1014,Port-Vila
2019-11-16,25,81,24,1015,Port-Vila
2019-11-17,25,81,22,1015,Port-Vila
2019-11-17,25,82,21,1013,Port-Vila
2019-11-17,25,81,24,1014,Port-Vila
2019-11-17,26,76,27,1015,Port-Vila
2019-11-17,27,73,27,1014,Port-Vila
2019-11-17,27,75,27,1013,Port-Vila
2019-11-17,26,80,27,1013,Port-Vila
2019-11-17,25,83,26,1013,Port-Vila
2019-11-18,25,84,21,1012,Port-Vila
2019-11-18,25,86,16,1011,Port-Vila
2019-11-18,25,84,16,1012,Port-Vila
2019-11-18,27,78,20,1012,Port-Vila
2019-11-18,27,77,22,1011,Port-Vila
2019-11-18,26,80,22,1010,Port-Vila
2019-11-18,25,83,23,1011,Port-Vila
2019-11-18,25,84,22,1012,Port-Vila
2019-11-19,24,85,19,1011,Port-Vila
2019-11-19,24,84,18,1010,Port-Vila
2019-11-19,24,81,18,1011,Port-Vila
2019-11-19,25,75,19,1011,Port-Vila
2019-11-19,26,70,19,1010,Port-Vila
2019-11-19,25,70,19,1009,Port-Vila
2019-11-19,24,75,19,1009,Port-Vila
2019-11-19,24,78,19,1011,Port-Vila
2019-11-20,23,80,22,1011,Port-Vila
2019-11-20,23,80,21,1009,Port-Vila
2019-11-20,23,77,21,1010,Port-Vila
2019-11-20,24,69,22,1011,Port-Vila
2019-11-20,25,65,23,1010,Port-Vila
2019-11-20,25,68,22,1009,Port-Vila
2019-11-20,24,74,20,1009,Port-Vila
2019-11-20,23,80,20,1010,Port-Vila
2019-11-21,23,84,23,1010,Port-Vila
2019-11-21,23,84,23,1009,Port-Vila
2019-11-21,24,82,25,1010,Port-Vila
2019-11-21,25,75,28,1011,Port-Vila
2019-11-21,26,70,29,1010,Port-Vila
2019-11-21,25,70,28,1009,Port-Vila
2019-11-21,25,75,29,1010,Port-Vila
2019-11-21,24,80,30,1011,Port-Vila
2019-11-22,24,74,29,1011,Port-Vila
2019-11-22,23,74,28,1010,Port-Vila
2019-11-22,24,73,30,1011,Port-Vila
2019-11-22,25,66,32,1012,Port-Vila
2019-11-22,26,64,33,1011,Port-Vila
2019-11-22,26,66,33,1010,Port-Vila
2019-11-22,25,71,33,1010,Port-Vila
2019-11-22,24,74,34,1011,Port-Vila
2019-11-23,24,78,36,1011,Port-Vila
2019-11-23,23,75,35,1010,Port-Vila
2019-11-23,24,70,33,1011,Port-Vila
2019-11-23,25,66,32,1011,Port-Vila
2019-11-23,24,71,32,1009,Port-Vila
2019-11-23,24,73,32,1009,Port-Vila
2019-11-23,24,73,32,1011,Port-Vila
2019-11-23,24,72,31,1011,Port-Vila
2019-11-24,20,71,30,1010,Port-Vila
2019-11-24,23,70,29,1009,Port-Vila
2019-11-24,24,69,29,1010,Port-Vila
2019-11-24,24,68,30,1010,Port-Vila
2019-11-24,24,70,31,1007,Port-Vila
2019-11-24,24,72,31,1008,Port-Vila
2019-11-24,24,72,32,1010,Port-Vila
2019-11-24,24,71,31,1011,Port-Vila
2019-11-25,24,69,30,1008,Port-Vila
2019-11-25,24,75,29,1008,Port-Vila
2019-11-25,25,73,32,1010,Port-Vila
2019-11-25,25,73,33,1009,Port-Vila
2019-11-25,25,74,34,1007,Port-Vila
2019-11-25,25,76,33,1008,Port-Vila
2019-11-25,25,74,33,1009,Port-Vila
2019-11-25,25,75,33,1009,Port-Vila
2019-11-26,21,74,32,1009,Port-Vila
2019-11-26,24,74,28,1008,Port-Vila
2019-11-26,25,72,29,1009,Port-Vila
2019-11-26,26,68,31,1010,Port-Vila
2019-11-26,25,76,31,1008,Port-Vila
2019-11-26,25,77,31,1009,Port-Vila
2019-11-26,25,78,33,1010,Port-Vila
2019-11-26,25,80,36,1010,Port-Vila
2019-11-27,25,82,33,1007,Port-Vila
2019-11-27,25,83,31,1009,Port-Vila
2019-11-27,26,84,32,1009,Port-Vila
2019-11-27,26,85,33,1009,Port-Vila
2019-11-27,26,86,32,1007,Port-Vila
2019-11-27,26,87,32,1008,Port-Vila
2019-11-27,25,89,33,1010,Port-Vila
2019-11-27,25,90,33,1010,Port-Vila
2019-11-28,25,89,31,1008,Port-Vila
2019-11-28,26,87,30,1009,Port-Vila
2019-11-28,26,86,29,1011,Port-Vila
2019-11-28,26,85,30,1010,Port-Vila
2019-11-28,26,83,33,1009,Port-Vila
2019-11-28,26,85,35,1009,Port-Vila
2019-11-28,25,84,35,1011,Port-Vila
2019-11-28,25,83,34,1012,Port-Vila
2019-11-29,25,82,33,1010,Port-Vila
2019-11-29,25,82,32,1011,Port-Vila
2019-11-29,25,81,33,1012,Port-Vila
2019-11-29,25,79,35,1012,Port-Vila
2019-11-29,25,80,34,1010,Port-Vila
2019-11-29,25,80,35,1010,Port-Vila
2019-11-29,25,80,36,1012,Port-Vila
2019-11-29,25,77,37,1012,Port-Vila
2019-11-30,24,76,27,1010,Port-Vila
2019-11-30,24,75,27,1011,Port-Vila
2019-11-30,25,70,29,1012,Port-Vila
2019-11-30,25,71,31,1011,Port-Vila
2019-11-30,25,73,30,1009,Port-Vila
2019-11-30,25,75,28,1009,Port-Vila
2019-11-30,25,77,25,1011,Port-Vila
2019-11-30,25,76,24,1010,Port-Vila
2019-12-01,24,73,22,1009,Port-Vila
2019-12-01,24,75,22,1010,Port-Vila
2019-12-01,24,73,22,1011,Port-Vila
2019-12-01,25,72,21,1010,Port-Vila
2019-12-01,25,72,21,1009,Port-Vila
2019-12-01,25,75,21,1008,Port-Vila
2019-12-01,25,78,20,1010,Port-Vila
2019-12-01,25,77,19,1010,Port-Vila
2019-12-02,25,76,21,1009,Port-Vila
2019-12-02,25,76,18,1009,Port-Vila
2019-12-02,25,75,17,1011,Port-Vila
2019-12-02,25,74,15,1010,Port-Vila
2019-12-02,26,76,12,1009,Port-Vila
2019-12-02,26,79,11,1008,Port-Vila
2019-12-02,26,80,13,1010,Port-Vila
2019-12-02,26,81,15,1011,Port-Vila
2019-12-03,25,82,17,1009,Port-Vila
2019-12-03,26,81,17,1010,Port-Vila
2019-12-03,26,81,18,1012,Port-Vila
2019-12-03,26,80,19,1011,Port-Vila
2019-12-03,26,81,20,1010,Port-Vila
2019-12-03,26,82,21,1010,Port-Vila
2019-12-03,26,83,21,1012,Port-Vila
2019-12-03,26,83,19,1012,Port-Vila
2019-12-04,26,84,19,1010,Port-Vila
2019-12-04,26,85,18,1011,Port-Vila
2019-12-04,26,83,21,1012,Port-Vila
2019-12-04,27,82,23,1011,Port-Vila
2019-12-04,27,81,23,1010,Port-Vila
2019-12-04,27,82,23,1010,Port-Vila
2019-12-04,26,84,22,1011,Port-Vila
2019-12-04,26,84,21,1012,Port-Vila
2019-12-05,26,85,16,1010,Port-Vila
2019-12-05,26,84,12,1009,Port-Vila
2019-12-05,26,81,12,1010,Port-Vila
2019-12-05,28,73,15,1011,Port-Vila
2019-12-05,29,69,13,1010,Port-Vila
2019-12-05,29,70,11,1009,Port-Vila
2019-12-05,27,77,14,1010,Port-Vila
2019-12-05,26,83,15,1011,Port-Vila
2019-12-06,26,87,12,1010,Port-Vila
2019-12-06,26,88,10,1009,Port-Vila
2019-12-06,26,83,11,1010,Port-Vila
2019-12-06,29,70,12,1011,Port-Vila
2019-12-06,29,67,10,1011,Port-Vila
2019-12-06,29,68,9,1010,Port-Vila
2019-12-06,28,74,9,1010,Port-Vila
2019-12-06,27,81,9,1012,Port-Vila
2019-12-07,26,82,11,1011,Port-Vila
2019-12-07,26,83,11,1010,Port-Vila
2019-12-07,27,80,13,1011,Port-Vila
2019-12-07,29,70,18,1012,Port-Vila
2019-12-07,30,67,18,1012,Port-Vila
2019-12-07,29,70,15,1011,Port-Vila
2019-12-07,28,76,13,1012,Port-Vila
2019-12-07,26,83,13,1014,Port-Vila
2019-12-08,27,81,10,1013,Port-Vila
2019-12-08,26,83,12,1012,Port-Vila
2019-12-08,27,80,14,1013,Port-Vila
2019-12-08,29,71,16,1015,Port-Vila
2019-12-08,27,88,19,1012,Port-Vila
2019-12-08,27,87,19,1013,Port-Vila
2019-12-08,27,89,18,1015,Port-Vila
2019-12-08,27,88,17,1015,Port-Vila
2019-12-09,26,87,20,1013,Port-Vila
2019-12-09,26,84,24,1014,Port-Vila
2019-12-09,27,83,23,1015,Port-Vila
2019-12-09,27,83,21,1014,Port-Vila
2019-12-09,27,82,21,1013,Port-Vila
2019-12-09,27,82,23,1012,Port-Vila
2019-12-09,26,81,24,1014,Port-Vila
2019-12-09,26,80,22,1014,Port-Vila
2019-12-10,26,81,18,1012,Port-Vila
2019-12-10,26,83,17,1012,Port-Vila
2019-12-10,26,82,19,1013,Port-Vila
2019-12-10,26,80,21,1012,Port-Vila
2019-12-10,26,78,20,1010,Port-Vila
2019-12-10,25,78,20,1010,Port-Vila
2019-12-10,25,78,19,1011,Port-Vila
2019-12-10,25,79,19,1012,Port-Vila
2019-12-11,25,76,20,1010,Port-Vila
2019-12-11,25,76,19,1011,Port-Vila
2019-12-11,25,74,17,1011,Port-Vila
2019-12-11,25,74,17,1011,Port-Vila
2019-12-11,25,66,17,1009,Port-Vila
2019-12-11,25,63,18,1009,Port-Vila
2019-12-11,25,63,18,1012,Port-Vila
2019-12-11,25,65,18,1012,Port-Vila
2019-12-12,24,65,13,1010,Port-Vila
2019-12-12,25,62,14,1010,Port-Vila
2019-12-12,25,62,15,1011,Port-Vila
2019-12-12,25,60,17,1011,Port-Vila
2019-12-12,25,63,15,1009,Port-Vila
2019-12-12,25,64,15,1009,Port-Vila
2019-12-12,25,66,15,1012,Port-Vila
2019-12-12,25,65,13,1012,Port-Vila
2019-12-13,25,66,14,1010,Port-Vila
2019-12-13,25,66,14,1010,Port-Vila
2019-12-13,25,64,15,1012,Port-Vila
2019-12-13,25,65,17,1011,Port-Vila
2019-12-13,25,69,18,1009,Port-Vila
2019-12-13,25,70,21,1010,Port-Vila
2019-12-13,25,70,19,1011,Port-Vila
2019-12-13,25,69,17,1012,Port-Vila
2019-12-14,25,67,15,1010,Port-Vila
2019-12-14,25,67,15,1010,Port-Vila
2019-12-14,25,66,16,1011,Port-Vila
2019-12-14,26,68,17,1010,Port-Vila
2019-12-14,26,69,18,1009,Port-Vila
2019-12-14,26,77,20,1008,Port-Vila
2019-12-14,26,81,21,1010,Port-Vila
2019-12-14,26,82,19,1010,Port-Vila
2019-12-15,25,83,19,1007,Port-Vila
2019-12-15,26,81,19,1008,Port-Vila
2019-12-15,26,82,21,1008,Port-Vila
2019-12-15,26,82,21,1008,Port-Vila
2019-12-15,26,81,21,1007,Port-Vila
2019-12-15,26,81,22,1007,Port-Vila
2019-12-15,26,81,22,1008,Port-Vila
2019-12-15,26,83,22,1009,Port-Vila
2019-12-16,26,84,21,1006,Port-Vila
2019-12-16,26,85,17,1007,Port-Vila
2019-12-16,26,84,15,1008,Port-Vila
2019-12-16,26,84,15,1007,Port-Vila
2019-12-16,27,84,15,1005,Port-Vila
2019-12-16,27,83,15,1005,Port-Vila
2019-12-16,27,84,13,1007,Port-Vila
2019-12-16,27,85,9,1007,Port-Vila
2019-12-17,26,86,6,1005,Port-Vila
2019-12-17,26,87,4,1005,Port-Vila
2019-12-17,26,85,7,1007,Port-Vila
2019-12-17,27,84,10,1007,Port-Vila
2019-12-17,27,82,13,1005,Port-Vila
2019-12-17,27,83,13,1005,Port-Vila
2019-12-17,27,84,12,1008,Port-Vila
2019-12-17,27,86,11,1008,Port-Vila
2019-12-18,26,86,13,1006,Port-Vila
2019-12-18,26,85,15,1006,Port-Vila
2019-12-18,26,85,15,1008,Port-Vila
2019-12-18,27,85,17,1008,Port-Vila
2019-12-18,27,83,19,1007,Port-Vila
2019-12-18,27,84,21,1007,Port-Vila
2019-12-18,27,85,20,1009,Port-Vila
2019-12-18,27,85,19,1009,Port-Vila
2019-12-19,27,86,14,1007,Port-Vila
2019-12-19,27,86,15,1007,Port-Vila
2019-12-19,27,84,15,1009,Port-Vila
2019-12-19,27,83,18,1008,Port-Vila
2019-12-19,27,83,19,1007,Port-Vila
2019-12-19,28,83,16,1007,Port-Vila
2019-12-19,28,86,12,1009,Port-Vila
2019-12-19,27,87,15,1010,Port-Vila
2019-12-20,27,85,15,1008,Port-Vila
2019-12-20,27,84,19,1008,Port-Vila
2019-12-20,27,83,20,1009,Port-Vila
2019-12-20,27,83,21,1009,Port-Vila
2019-12-20,27,83,19,1007,Port-Vila
2019-12-20,28,83,19,1007,Port-Vila
2019-12-20,27,83,18,1009,Port-Vila
2019-12-20,27,82,17,1009,Port-Vila
2019-12-21,27,83,17,1008,Port-Vila
2019-12-21,27,83,19,1008,Port-Vila
2019-12-21,27,81,22,1010,Port-Vila
2019-12-21,27,81,22,1009,Port-Vila
2019-12-21,27,80,22,1008,Port-Vila
2019-12-21,27,80,21,1007,Port-Vila
2019-12-21,27,80,20,1009,Port-Vila
2019-12-21,27,79,20,1009,Port-Vila
2019-12-22,26,79,20,1007,Port-Vila
2019-12-22,27,79,21,1008,Port-Vila
2019-12-22,27,79,21,1009,Port-Vila
2019-12-22,27,81,23,1008,Port-Vila
2019-12-22,27,83,24,1007,Port-Vila
2019-12-22,26,83,26,1007,Port-Vila
2019-12-22,26,82,24,1009,Port-Vila
2019-12-22,25,82,21,1010,Port-Vila
2019-12-23,25,78,26,1008,Port-Vila
2019-12-23,25,73,26,1008,Port-Vila
2019-12-23,26,72,26,1009,Port-Vila
2019-12-23,25,73,28,1009,Port-Vila
2019-12-23,25,71,27,1008,Port-Vila
2019-12-23,25,70,24,1008,Port-Vila
2019-12-23,25,73,23,1010,Port-Vila
2019-12-23,25,73,23,1010,Port-Vila
2019-12-24,25,72,22,1009,Port-Vila
2019-12-24,25,71,20,1008,Port-Vila
2019-12-24,25,70,22,1009,Port-Vila
2019-12-24,26,68,23,1009,Port-Vila
2019-12-24,25,69,22,1007,Port-Vila
2019-12-24,25,71,22,1007,Port-Vila
2019-12-24,25,72,22,1009,Port-Vila
2019-12-24,25,73,22,1010,Port-Vila
2019-12-25,25,71,24,1008,Port-Vila
2019-12-25,25,69,22,1008,Port-Vila
2019-12-25,25,69,22,1009,Port-Vila
2019-12-25,25,70,23,1008,Port-Vila
2019-12-25,26,71,24,1007,Port-Vila
2019-12-25,26,73,25,1007,Port-Vila
2019-12-25,26,73,26,1010,Port-Vila
2019-12-25,26,75,27,1009,Port-Vila
2019-12-26,25,76,26,1007,Port-Vila
2019-12-26,26,76,24,1007,Port-Vila
2019-12-26,26,78,25,1009,Port-Vila
2019-12-26,26,77,27,1008,Port-Vila
2019-12-26,26,75,25,1006,Port-Vila
2019-12-26,26,76,25,1006,Port-Vila
2019-12-26,26,77,28,1007,Port-Vila
2019-12-26,26,77,28,1007,Port-Vila
2019-12-27,26,77,24,1005,Port-Vila
2019-12-27,26,78,22,1005,Port-Vila
2019-12-27,26,78,23,1006,Port-Vila
2019-12-27,27,79,24,1005,Port-Vila
2019-12-27,27,79,25,1005,Port-Vila
2019-12-27,27,81,30,1005,Port-Vila
2019-12-27,27,82,30,1007,Port-Vila
2019-12-27,27,81,27,1007,Port-Vila
2019-12-28,27,83,24,1006,Port-Vila
2019-12-28,27,83,23,1006,Port-Vila
2019-12-28,27,80,25,1007,Port-Vila
2019-12-28,27,80,26,1007,Port-Vila
2019-12-28,27,79,26,1006,Port-Vila
2019-12-28,27,82,28,1006,Port-Vila
2019-12-28,27,82,28,1008,Port-Vila
2019-12-28,27,82,24,1009,Port-Vila
2019-12-29,27,81,15,1007,Port-Vila
2019-12-29,26,82,13,1008,Port-Vila
2019-12-29,27,81,15,1009,Port-Vila
2019-12-29,27,77,19,1009,Port-Vila
2019-12-29,27,79,22,1007,Port-Vila
2019-12-29,27,79,25,1008,Port-Vila
2019-12-29,27,81,24,1009,Port-Vila
2019-12-29,26,77,21,1010,Port-Vila
2019-12-30,26,76,24,1008,Port-Vila
2019-12-30,26,78,19,1009,Port-Vila
2019-12-30,26,80,20,1010,Port-Vila
2019-12-30,27,79,21,1010,Port-Vila
2019-12-30,27,78,22,1008,Port-Vila
2019-12-30,27,79,22,1009,Port-Vila
2019-12-30,27,79,22,1011,Port-Vila
2019-12-30,27,79,22,1011,Port-Vila
2019-12-31,26,79,21,1009,Port-Vila
2019-12-31,26,80,19,1010,Port-Vila
2019-12-31,26,80,18,1010,Port-Vila
2019-12-31,27,78,19,1011,Port-Vila
2019-12-31,27,78,20,1009,Port-Vila
2019-12-31,27,77,20,1010,Port-Vila
2019-12-31,27,78,21,1012,Port-Vila
2019-12-31,26,80,23,1013,Port-Vila
2020-01-01,25,82,23,1012,Port-Vila
2020-01-01,25,81,22,1011,Port-Vila
2020-01-01,25,77,21,1012,Port-Vila
2020-01-01,27,68,19,1013,Port-Vila
2020-01-01,27,60,20,1012,Port-Vila
2020-01-01,27,59,19,1011,Port-Vila
2020-01-01,26,65,18,1012,Port-Vila
2020-01-01,25,72,14,1013,Port-Vila
2020-01-02,25,75,15,1012,Port-Vila
2020-01-02,24,75,13,1011,Port-Vila
2020-01-02,25,74,15,1011,Port-Vila
2020-01-02,26,71,19,1012,Port-Vila
2020-01-02,27,68,22,1011,Port-Vila
2020-01-02,27,67,22,1009,Port-Vila
2020-01-02,26,70,21,1010,Port-Vila
2020-01-02,25,73,18,1011,Port-Vila
2020-01-03,24,75,16,1011,Port-Vila
2020-01-03,24,78,16,1009,Port-Vila
2020-01-03,25,73,16,1009,Port-Vila
2020-01-03,27,64,18,1010,Port-Vila
2020-01-03,28,58,17,1010,Port-Vila
2020-01-03,27,58,17,1008,Port-Vila
2020-01-03,26,64,16,1009,Port-Vila
2020-01-03,25,72,14,1010,Port-Vila
2020-01-04,25,80,19,1010,Port-Vila
2020-01-04,25,80,22,1009,Port-Vila
2020-01-04,25,77,25,1010,Port-Vila
2020-01-04,27,69,25,1011,Port-Vila
2020-01-04,27,64,24,1010,Port-Vila
2020-01-04,27,67,24,1009,Port-Vila
2020-01-04,26,73,23,1010,Port-Vila
2020-01-04,25,78,22,1012,Port-Vila
2020-01-05,25,78,22,1012,Port-Vila
2020-01-05,25,78,22,1010,Port-Vila
2020-01-05,25,75,24,1011,Port-Vila
2020-01-05,27,67,24,1012,Port-Vila
2020-01-05,28,65,26,1012,Port-Vila
2020-01-05,28,67,26,1011,Port-Vila
2020-01-05,27,72,26,1011,Port-Vila
2020-01-05,26,78,27,1013,Port-Vila
2020-01-06,26,80,26,1012,Port-Vila
2020-01-06,26,80,25,1011,Port-Vila
2020-01-06,26,77,25,1012,Port-Vila
2020-01-06,28,70,24,1013,Port-Vila
2020-01-06,29,68,24,1012,Port-Vila
2020-01-06,28,73,24,1010,Port-Vila
2020-01-06,27,79,25,1011,Port-Vila
2020-01-06,26,82,24,1012,Port-Vila
2020-01-07,26,80,23,1012,Port-Vila
2020-01-07,26,82,24,1010,Port-Vila
2020-01-07,26,79,23,1011,Port-Vila
2020-01-07,28,72,23,1012,Port-Vila
2020-01-07,29,67,23,1011,Port-Vila
2020-01-07,28,70,24,1010,Port-Vila
2020-01-07,27,77,24,1011,Port-Vila
2020-01-07,26,80,25,1012,Port-Vila
2020-01-08,26,79,25,1011,Port-Vila
2020-01-08,25,78,23,1010,Port-Vila
2020-01-08,26,76,22,1011,Port-Vila
2020-01-08,27,70,23,1012,Port-Vila
2020-01-08,28,68,24,1011,Port-Vila
2020-01-08,28,71,25,1010,Port-Vila
2020-01-08,27,79,25,1011,Port-Vila
2020-01-08,26,82,24,1012,Port-Vila
2020-01-09,25,85,23,1011,Port-Vila
2020-01-09,26,86,25,1009,Port-Vila
2020-01-09,26,83,25,1010,Port-Vila
2020-01-09,28,76,24,1011,Port-Vila
2020-01-09,29,73,23,1010,Port-Vila
2020-01-09,29,74,21,1009,Port-Vila
2020-01-09,28,77,20,1009,Port-Vila
2020-01-09,27,83,19,1011,Port-Vila
2020-01-10,27,85,22,1010,Port-Vila
2020-01-10,26,86,21,1008,Port-Vila
2020-01-10,27,83,23,1009,Port-Vila
2020-01-10,28,76,26,1010,Port-Vila
2020-01-10,29,71,27,1009,Port-Vila
2020-01-10,29,74,27,1008,Port-Vila
2020-01-10,28,79,27,1009,Port-Vila
2020-01-10,27,83,26,1009,Port-Vila
2020-01-11,23,79,27,1009,Port-Vila
2020-01-11,27,80,29,1007,Port-Vila
2020-01-11,27,80,30,1007,Port-Vila
2020-01-11,28,77,30,1008,Port-Vila
2020-01-11,28,77,28,1008,Port-Vila
2020-01-11,26,80,28,1007,Port-Vila
2020-01-11,25,83,30,1008,Port-Vila
2020-01-11,25,81,26,1009,Port-Vila
2020-01-12,20,73,25,1007,Port-Vila
2020-01-12,26,73,21,1005,Port-Vila
2020-01-12,26,72,19,1006,Port-Vila
2020-01-12,27,74,22,1007,Port-Vila
2020-01-12,26,77,26,1007,Port-Vila
2020-01-12,26,77,28,1005,Port-Vila
2020-01-12,26,76,30,1006,Port-Vila
2020-01-12,26,80,33,1007,Port-Vila
2020-01-13,25,87,23,1005,Port-Vila
2020-01-13,25,86,23,1003,Port-Vila
2020-01-13,26,84,25,1004,Port-Vila
2020-01-13,27,84,28,1005,Port-Vila
2020-01-13,27,83,29,1003,Port-Vila
2020-01-13,27,82,31,1002,Port-Vila
2020-01-13,26,83,33,1002,Port-Vila
2020-01-13,25,83,37,1003,Port-Vila
2020-01-14,27,81,35,1004,Port-Vila
2020-01-14,27,80,33,1002,Port-Vila
2020-01-14,27,79,35,1003,Port-Vila
2020-01-14,27,79,36,1004,Port-Vila
2020-01-14,28,78,36,1003,Port-Vila
2020-01-14,28,76,37,1001,Port-Vila
2020-01-14,27,80,37,1002,Port-Vila
2020-01-14,27,82,36,1003,Port-Vila
2020-01-15,27,82,33,1003,Port-Vila
2020-01-15,27,81,34,1001,Port-Vila
2020-01-15,27,78,34,1002,Port-Vila
2020-01-15,28,74,35,1003,Port-Vila
2020-01-15,29,72,35,1002,Port-Vila
2020-01-15,28,75,35,1001,Port-Vila
2020-01-15,27,80,35,1001,Port-Vila
2020-01-15,27,82,33,1002,Port-Vila
2020-01-16,27,82,33,1002,Port-Vila
2020-01-16,27,81,33,1000,Port-Vila
2020-01-16,27,78,33,1001,Port-Vila
2020-01-16,28,73,33,1002,Port-Vila
2020-01-16,28,71,31,1001,Port-Vila
2020-01-16,28,73,32,999,Port-Vila
2020-01-16,28,76,30,1000,Port-Vila
2020-01-16,27,80,27,1001,Port-Vila
2020-01-17,27,81,27,1000,Port-Vila
2020-01-17,26,83,24,998,Port-Vila
2020-01-17,27,80,24,999,Port-Vila
2020-01-17,28,75,26,1001,Port-Vila
2020-01-17,28,72,26,1001,Port-Vila
2020-01-17,28,73,27,999,Port-Vila
2020-01-17,27,78,27,1000,Port-Vila
2020-01-17,27,81,23,1002,Port-Vila
2020-01-18,26,79,16,1003,Port-Vila
2020-01-18,26,81,17,1001,Port-Vila
2020-01-18,26,79,18,1002,Port-Vila
2020-01-18,27,75,19,1003,Port-Vila
2020-01-18,28,71,19,1003,Port-Vila
2020-01-18,28,72,20,1002,Port-Vila
2020-01-18,27,78,19,1003,Port-Vila
2020-01-18,26,81,18,1005,Port-Vila
2020-01-19,22,81,19,1005,Port-Vila
2020-01-19,25,81,17,1004,Port-Vila
2020-01-19,26,79,17,1005,Port-Vila
2020-01-19,27,74,19,1007,Port-Vila
2020-01-19,28,70,21,1006,Port-Vila
2020-01-19,28,70,21,1005,Port-Vila
2020-01-19,26,75,17,1006,Port-Vila
2020-01-19,25,82,16,1008,Port-Vila
2020-01-20,25,82,16,1008,Port-Vila
2020-01-20,25,81,14,1007,Port-Vila
2020-01-20,25,75,13,1008,Port-Vila
2020-01-20,27,63,13,1010,Port-Vila
2020-01-20,28,59,14,1009,Port-Vila
2020-01-20,28,68,19,1008,Port-Vila
2020-01-20,26,77,22,1009,Port-Vila
2020-01-20,25,82,22,1011,Port-Vila
2020-01-21,25,81,21,1010,Port-Vila
2020-01-21,25,79,17,1009,Port-Vila
2020-01-21,25,76,14,1010,Port-Vila
2020-01-21,26,72,16,1011,Port-Vila
2020-01-21,27,73,21,1011,Port-Vila
2020-01-21,26,72,20,1009,Port-Vila
2020-01-21,26,70,17,1010,Port-Vila
2020-01-21,25,71,15,1012,Port-Vila
2020-01-22,25,69,13,1011,Port-Vila
2020-01-22,24,69,14,1010,Port-Vila
2020-01-22,25,64,13,1011,Port-Vila
2020-01-22,27,57,14,1012,Port-Vila
2020-01-22,28,55,13,1011,Port-Vila
2020-01-22,27,59,16,1010,Port-Vila
2020-01-22,26,64,16,1010,Port-Vila
2020-01-22,25,71,14,1012,Port-Vila
2020-01-23,25,72,13,1011,Port-Vila
2020-01-23,24,75,11,1010,Port-Vila
2020-01-23,25,73,9,1011,Port-Vila
2020-01-23,27,66,10,1011,Port-Vila
2020-01-23,28,63,13,1011,Port-Vila
2020-01-23,28,68,15,1009,Port-Vila
2020-01-23,27,75,17,1010,Port-Vila
2020-01-23,26,79,18,1011,Port-Vila
2020-01-24,26,83,22,1010,Port-Vila
2020-01-24,25,83,23,1009,Port-Vila
2020-01-24,26,80,23,1010,Port-Vila
2020-01-24,27,74,23,1011,Port-Vila
2020-01-24,28,68,22,1010,Port-Vila
2020-01-24,28,68,22,1008,Port-Vila
2020-01-24,27,73,20,1009,Port-Vila
2020-01-24,26,78,19,1010,Port-Vila
2020-01-25,25,78,17,1009,Port-Vila
2020-01-25,25,78,14,1007,Port-Vila
2020-01-25,26,75,13,1008,Port-Vila
2020-01-25,27,68,13,1009,Port-Vila
2020-01-25,28,67,12,1008,Port-Vila
2020-01-25,28,70,12,1007,Port-Vila
2020-01-25,27,74,13,1008,Port-Vila
2020-01-25,26,79,12,1009,Port-Vila
2020-01-26,25,83,13,1009,Port-Vila
2020-01-26,25,84,15,1007,Port-Vila
2020-01-26,26,78,18,1008,Port-Vila
2020-01-26,27,67,18,1009,Port-Vila
2020-01-26,29,61,18,1009,Port-Vila
2020-01-26,29,63,17,1007,Port-Vila
2020-01-26,27,69,14,1008,Port-Vila
2020-01-26,26,78,11,1009,Port-Vila
2020-01-27,26,84,16,1009,Port-Vila
2020-01-27,25,85,15,1007,Port-Vila
2020-01-27,26,82,15,1008,Port-Vila
2020-01-27,28,72,16,1010,Port-Vila
2020-01-27,29,65,16,1009,Port-Vila
2020-01-27,29,67,17,1008,Port-Vila
2020-01-27,28,73,16,1008,Port-Vila
2020-01-27,27,81,15,1010,Port-Vila
2020-01-28,26,83,14,1010,Port-Vila
2020-01-28,26,85,16,1009,Port-Vila
2020-01-28,26,83,16,1009,Port-Vila
2020-01-28,28,73,18,1010,Port-Vila
2020-01-28,29,69,20,1010,Port-Vila
2020-01-28,29,70,22,1009,Port-Vila
2020-01-28,28,77,21,1009,Port-Vila
2020-01-28,27,82,19,1011,Port-Vila
2020-01-29,26,85,16,1011,Port-Vila
2020-01-29,25,86,14,1009,Port-Vila
2020-01-29,26,83,17,1010,Port-Vila
2020-01-29,28,75,21,1011,Port-Vila
2020-01-29,28,72,22,1011,Port-Vila
2020-01-29,28,72,23,1009,Port-Vila
2020-01-29,27,76,20,1009,Port-Vila
2020-01-29,26,79,18,1010,Port-Vila
2020-01-30,25,80,15,1010,Port-Vila
2020-01-30,25,80,18,1008,Port-Vila
2020-01-30,26,77,20,1009,Port-Vila
2020-01-30,27,71,20,1010,Port-Vila
2020-01-30,28,67,19,1010,Port-Vila
2020-01-30,28,70,19,1008,Port-Vila
